품목일련번호,품목명,큰제품이미지
200300932,콜쓰리엔캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428023057800107
200400325,아로나민씨플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609810414600033
200202827,네프마린정(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428023057800121
200110042,록세틴캡슐20밀리그램(플루옥세틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317997027100026
200300118,티나졸캡슐(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oji5MZBeMQ
200300431,록사틴서방형캡슐37.5mg(록사티딘아세테이트염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151335249722200089
200300463,이알디캡슐(에르도스테인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYmp
200300461,바이넥스세픽심캡슐(세픽심수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759751439100036
200300502,엘티딘정75밀리그램(라니티딘염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlFN
200300590,후코나졸캡슐(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oji5MZBeTs
200200709,큐라졸캅셀(오메프라졸)(수출명:노티졸캡슐|보파얼서프라졸캡슐),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwG9n
200300657,페노피딜캡슐(페노피브레이트과립(미분화)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604297989500005
200300708,테라졸정2밀리그램(테라조신염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031618217800146
200308838,록소펜정60밀리그램(록소프로펜나트륨수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OrgEjHwCCK
200300773,로나졸캡슐50밀리그램(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oji5MZBeUQ
200300804,안국레바미피드정(레바미피드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150609022635200049
200300800,안국카르베딜롤정25밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834121591000004
200300843,네오폴질연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OneiO4vTha
200301033,엘부날캡슐(에르도스테인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYsj
200308586,심바코정(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8QH
200410831,알프라낙스정0.25밀리그람,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428078002600076
200410832,알프라낙스정0.5밀리그람,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428078002600079
200403201,팍세틸정(파록세틴염산염반수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OiAjxwzCn4
200401138,태극에페리손정(에페리손염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHkq
200707723,알페손정50밀리그램(에페리손염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428078002600103
200400380,한올에페리손염산염정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597929995200169
200403273,케로프정(티로프라미드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6K71
200402739,테로딘정(티로프라미드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY2Ih
200604084,씨잘정5밀리그램(레보세티리진염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXnTn8Msj-
200403422,테르놀정50mg(아테놀올)(수출명:TERNOLTab.50mg|NOLOTABTab.),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599011651200014
200402952,카베닐정(카르베딜롤),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6GiV
200400383,한올카르베딜롤정25밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597929383800036
200402842,위더스독사조신메실산염정2밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mm9KXnpiWc
200400613,날프릴정(에날라프릴말레산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6RPv
200400420,건일펠로디핀정5밀리그람,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152104201649100107
200400538,바이넥스펠로디핀정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150194760309000081
200411086,테라메드정(테라조신염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OqO4sCY20_
200403244,프라바스타정(프라바스타틴나트륨)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151611729131800026
200402946,심바스정(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u9HA
200402982,바스트정20밀리그람(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8fB
200400165,콜레스논정40밀리그램(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8Ob
200401081,엘카라틴정(염산아세틸엘카르니틴)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428078002600184
200401397,나레틸정(아세틸-L-카르니틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428078002600187
200403160,뉴엘틴정(아세틸-L-카르니틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428078002600193
200403082,콩크린정(비소프롤롤푸마르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428078002600196
200401088,헤미푸롤정5밀리그람(비소프롤롤푸마르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428078002600199
200402318,콩브럭정5밀리그램(비소프롤롤푸마르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032530881800065
200502416,징코미란정120mg(은행엽건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxFa
200403500,엔테론정150밀리그램(포도씨건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OZyUkFy_43
200403783,유니렙시정(옥스카르바제핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150885309980500116
200404255,아세렌캡슐(디아세레인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1A3
198800619,앤세이드정(탈니플루메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8Sp
200400121,심바로드정40밀리그램(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NvwvvpEt34
200400120,타무날캡슐(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGM9
200200152,뉴로패시드오디정600밀리그램(티옥트산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs6f7
200400104,프로스몰정(피나스테리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxFs
200512186,파로세닌정20밀리그램(파록세틴염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OiAjxwzCcm
200400062,유베린정(프로피베린염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OfgrcxkTHe
200403886,콜다운연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428124064400073
200400660,글리밀정(글리메피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEyIN
200300703,하이비날골드정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428124064400085
200409985,아반다메트정2밀리그람/1000밀리그람,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918800021
200400676,코리빈에이캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154125963362500037
200411038,라미넬캡슐(라미프릴)(수출명:대원라미프릴캡슐5mg)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MlqnR4B5mx
200402114,프롭정20밀리그램(프로피베린염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXogawhIsz
200400733,설포피린캡슐(아세브로필린),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326603582900003
200410506,산도스설트랄린정(설트랄린염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ObtnU0cxYg
200402671,알렌맥스정70밀리그램(알렌드론산나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlEDCLyslm
200410509,산도스플루코나졸캡슐50밀리그람,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428124064400139
200402674,한미탐스캡슐0.2밀리그램(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGWo
200402675,메록스캄캡슐15밀리그램(멜록시캄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Os35onWptO
200410861,졸피드정10밀리그램(졸피뎀타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OsDC9sjoJC
200410957,가바페닌캡슐300밀리그램(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OoAc19nr-i
200402618,토르셈정5밀리그램(토르세미드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154597931877000014
200100922,로노펜정(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OmQimQ2ns6
200200858,알나졸정400밀리그램(알벤다졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nzk8HFukQd
200202763,어필리드정(레보설피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeZ04
200201893,알파부틴연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427980616200102
200201904,위소탄정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427980616200105
200108764,디오반필름코팅정160밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OW5q-P0Ig1
200108760,레스콜엑스엘서방정(플루바스타틴나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v3gu
200404215,쿨타임정(레보설피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeYyW
200209627,푸로작위클리서방캡슐90밀리그램(플루옥세틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427980616200120
200002939,하이프리정(베탁솔롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6MAj
200302731,크레보캅셀,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427980616200132
200000860,콜킥에프캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp41g
200800971,크리멘28정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427980616200141
199907046,조믹정2.5밀리그램(졸미트립탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUH9_
200103816,이천타제정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427980616200147
200302729,토피드정25/12.5mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427980616200150
200202373,액사티딘정75밀리그램(니자티딘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEzGI
200301928,토박신정250mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154359243940900019
200401786,액시딘캡슐(니자티딘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEzCw
200301265,오그멕스듀오정(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427980616200171
200301100,엘카르틸정(아세틸-L-카르니틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428023057800187
200301178,듀테론정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151568446858400003
200301483,다코나졸캡슐(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oji5MZBeXs
200301825,이소티논연질캡슐10밀리그램(이소트레티노인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJpGi
200202362,탈푸린정(탈니플루메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u9E4
200301953,위더스메치본정(메틸프레드니솔론),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u9EM
200301990,아포낙정(아세클로페낙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OdaTZpEPi8
200102769,트리페린정(수출명:RHIGESTTab.|ColColCoTablet),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706763859300038
200302050,레미스트정(레바미피드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Gd-
200308938,니자론정(니자티딘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609547680800052
200202713,명문세파클러수화물캡슐250mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326607822200014
200302208,프로나겐정(프로나제A),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2ER
200302486,유니코나졸캅셀(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oji5MZBeKk
200308825,스노콜정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298772606600034
200308324,에빅사정(메만틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OOrhdcAxec
200403669,코엔에프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609813331300133
200301613,팜크로바정(팜시클로비르),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N78w75cv99
200402342,디로핀지속정2.5밀리그람(펠로디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXnTn8MsSK
200301610,엘도랄정(에르도스테인),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Og9J5dfYtZ
200402346,아베날정(알리벤돌)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeYhY
200301609,유로날서방정(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v2yL
200301612,록소날정(록소프로펜나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXnTn8MsUI
200301601,글리민정(글리메피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MYVLzDTToJ
200201767,콜레스틴정(심바스타틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OXogawhIsh
200201183,리포에이정(티옥트산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEyBv
200302273,리드미캡슐(그린티80%에탄올엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759746971700020
200300847,마토벤생캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151671426051700113
200804010,인후콜캡슐(은교산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326603582900099
200300724,스벨트정(방풍통성산건조엑스에프(4.64->1)),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp3rK
200704858,토라민정(토피라메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732694515500102
200400462,리버골드에프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900173
200702264,프리아제정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6IxB
200502125,파인콜정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900179
200705782,오구목스정500mg(아목시실린수화물ㆍ설박탐피복실),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OoAc19nhbq
200202924,헬스타민연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900186
200402145,하벤노즈캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900189
200400083,비엠쿨캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900192
200705818,휴텍스아토르바스타틴정10밀리그램(아토르바스타틴칼슘삼수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853646956200051
200301589,파이에온정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M_kb4Aa6Al
200711655,에소메졸캡슐40밀리그램(에스오메프라졸스트론튬사수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MtU6vRYsLR
200403624,헤모엠비연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725972805200134
200100970,새나티브정(은교산연조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428316988100013
200302250,바이오렉신캡슐(은교산),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759755917200046
200101546,삼진비스라제정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428316988100020
200605537,케이셉트정10밀리그램(도네페질염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_Kd0x
200300629,해피코프에스캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759755917200088
200201838,뉴바인정(은교산정),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428316988100032
200711116,아레이정20밀리그램(레플루노미드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428316988100040
200200132,인후신캡슐(은교산건조엑스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428316988100048
200704767,동화암로디핀베실산염정5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OoAc19nhVw
200403627,헤파실린에프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428316988100067
200202241,이디아캅셀,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151689487764000045
200802023,쿠에타핀정25밀리그램(쿠에티아핀푸마르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148662249018600171
200301851,코로닌연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661651931000070
200701872,로자살탄정100밀리그람(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeZQ-
200500608,셀크롬연질캡슐(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809054104100152
200501626,코미닌정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000138
200500161,타크로벨캡슐0.25밀리그램(타크로리무스수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OfgrcxkTH4
200511051,데파코트서방정250밀리그램(디발프로엑스나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N0_7a4VsTr
200410862,페스틴정(펜터민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F67za
200501287,실라자프정(실라자프릴수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369812688200085
200500565,로자살탄정50밀리그람(로사르탄칼륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeZQZ
200503578,탈리정(탈니플루메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000177
200401089,에스나핀정10밀리그람(에피나스틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NcjsrU2ZW8
200502250,펠로틴정(펠로디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OkqsRLb_5F
200503107,유니페리돈정1밀리그람(리스페리돈),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428176100000196
200502834,에스몬플러스정(수출명:EsmonplusTab.),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147800436258900126
200501847,미오톨연질캡슐300mg(미르톨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428181019400006
200502105,레보민정(레보설피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeYS9
200501168,보령탐스로신염산염캡슐0.2밀리그람,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151568446858300022
200500704,프라스칼-디정750밀리그람,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725720033000146
200500776,알피움정(시메트로퓸브롬화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645879900059
200512199,시메트라정(브롬화시메트로피움),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577171452800121
200713835,트로피움정(브롬화시메트로피움),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428181019400038
200404199,할로핀정(펠로디핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OZ25fiXcBR
200604285,가니토정(이토프리드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333339425800042
200604303,유라이드정(이토프리드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400135
200604247,푸리드정(이토프리드염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661651931000046
200600811,하이드로정(히드로코르티손),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEymB
200600660,유니론틴정800밀리그램(가바펜틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400147
200500718,토수록신정(토실산토수플록사신),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333326985900087
200610986,하루신서방정0.2밀리그람(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwG9D
200603851,라믹탈츄어블정2밀리그램(라모트리진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEyR5
200604324,팜로버정(팜시클로비르),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400165
200604315,조스팜정250밀리그램(팜시클로비르),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400171
200604325,플코나졸캡슐(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8q9
200600116,대웅푸루나졸정150밀리그램(플루코나졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OjTeG8u8Un
200604269,이트라졸정(이트라코나졸고체분산체),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149675195989900164
200607938,레보비르캡슐30밀리그램(클레부딘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428219365400183
200605344,파로세닌정10밀리그램(파록세틴염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OiAjxwzCd2
200603856,니코틴엘껌2밀리그램(니코틴),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oq3KTTVDmZ
200511037,니코틴엘로젠즈민트향트로키1밀리그램(니코틴타르타르산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ORaA-mW2xo
200603889,뮤코안진트로키제(암브록솔염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150350280703000057
200713887,트라콘정(이트라코나졸고체분산체),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152285640712400001
200401568,콜스마에스캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428224287900007
200201237,미나콜캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428224287900010
200604259,토르신정10밀리그람(토르세미드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428224287900016
200604260,토르신정5밀리그람(토르세미드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428224287900019
200604307,크로피도정(황산수소클로피도그렐),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428224287900022
200704307,미니린멜트설하정60마이크로그램(데스모프레신아세트산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428224287900025
200604308,탐스로날서방정0.2밀리그람(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGT_
200605397,삼천당탐스로신서방정0.2밀리그램(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGn6
200605430,탐스돌서방정(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428224287900037
200605448,그리메피드정4밀리그램(글리메피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEyY7
200605491,포사로닌정70밀리그람(알렌드론산나트륨수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlEDCLysp2
200702033,레프진정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300187
200702153,레드로진정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428263322300193
200702259,래브론정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OkLSVahCmv
200702089,레프로진정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853655168900002
200702187,레보피진정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300005
200701934,유니코프정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mw7xKyRzMo
200702263,레프로정(레보드로프로피진)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v3CP
200702032,브론코진정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300014
200702100,레보스정(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OkqsRLb_5X
200701739,판테졸정20밀리그람(판토프라졸나트륨세스키히드레이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OHXkPjtlDG
200705226,레보엠정(레보설피리드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151914121291300158
200702180,히록손정(히드로코르티손),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0vWfEz0Y
200500227,스카로신캡슐(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGmG
200701412,프라탐서방정0.2mg(탐스로신염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGoE
200701874,이트코나캡슐(이트라코나졸)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N67WutczTj
200606561,덴트리올캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300047
200612387,포리그론에프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300056
200705240,젠스큐정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300062
200704418,큐로틴연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300065
200300762,아이젠에스연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300068
200804144,레보스타정500mg(레보플록사신)(수출용),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300071
200700054,액티라이프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428268052300074
